case_id,family,idea,dsl,source,operators
op_case_1371,v21_xs_prod_extra_low_10,10 日最低价变化加一后的横截面乘积。,"xs_prod(add(1.0, pct_change(low, 10)))",cross_section_v21,"xs_prod,add,pct_change"
op_case_1372,v21_xs_prod_extra_low_15,15 日最低价变化加一后的横截面乘积。,"xs_prod(add(1.0, pct_change(low, 15)))",cross_section_v21,"xs_prod,add,pct_change"
op_case_1373,v21_xs_prod_extra_low_20,20 日最低价变化加一后的横截面乘积。,"xs_prod(add(1.0, pct_change(low, 20)))",cross_section_v21,"xs_prod,add,pct_change"
op_case_1374,v21_xs_prod_extra_low_30,30 日最低价变化加一后的横截面乘积。,"xs_prod(add(1.0, pct_change(low, 30)))",cross_section_v21,"xs_prod,add,pct_change"
op_case_1375,v21_xs_prod_extra_volume_2,2 日成交量变化加一后的横截面乘积。,"xs_prod(add(1.0, pct_change(volume, 2)))",cross_section_v21,"xs_prod,add,pct_change"
op_case_1376,v21_xs_prod_extra_volume_7,7 日成交量变化加一后的横截面乘积。,"xs_prod(add(1.0, pct_change(volume, 7)))",cross_section_v21,"xs_prod,add,pct_change"
op_case_1377,v21_xs_prod_extra_volume_15,15 日成交量变化加一后的横截面乘积。,"xs_prod(add(1.0, pct_change(volume, 15)))",cross_section_v21,"xs_prod,add,pct_change"
op_case_1378,v21_ne_xs_sign_market_cap,当总市值横截面偏离符号不为负号时保留标准化信号。,"where(ne(sign(sub(market_cap, xs_mean(market_cap))), -1.0), div(sub(market_cap, xs_mean(market_cap)), xs_std(market_cap)), 0.0)",conditional_v21,"where,ne,div,sign,sub,xs_std,sub,xs_mean,xs_mean"
op_case_1379,v21_stable_xor_chain_momentum_industry_value_vwap_strength,"三个风格条件中奇数个成立时保留稳健风格信号。（字段 close, industry, pb, volume, vwap；核心算子 where, logical_xor, log1p, gt, ts_mean, div, xs_mean, pct_change, sub, group_std, recip, group_mean；数值参数 20, 0.0；参数化版本 4。）","where(logical_xor(logical_xor(gt(pct_change(close, 20), xs_mean(pct_change(close, 20))), gt(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), 0.0)), gt(div(sub(close, vwap), vwap), xs_mean(div(sub(close, vwap), vwap)))), log1p(ts_mean(volume, 20)), 0.0)",conditional_v21,"where,logical_xor,log1p,logical_xor,gt,ts_mean,gt,gt,div,xs_mean,pct_change,xs_mean,div,sub,div,pct_change,sub,group_std,sub,recip,group_mean,recip,recip"
op_case_1380,v21_stable_xor_low_vol_turnover,当低波和换手代理高只有一个成立时保留稳健风格信号。,"where(logical_xor(le(ts_std(pct_change(close, 1), 20), xs_mean(ts_std(pct_change(close, 1), 20))), gt(div(volume, market_cap), xs_mean(div(volume, market_cap)))), div(volume, market_cap), 0.0)",conditional_v21,"where,logical_xor,div,le,gt,ts_std,xs_mean,div,xs_mean,pct_change,ts_std,div,pct_change"
op_case_1381,v21_stable_xor_chain_low_vol_turnover_cheap,"三个风格条件中奇数个成立时保留稳健风格信号。（字段 close, market_cap, pb, volume；核心算子 where, logical_xor, div, gt, le, recip, xs_mean, ts_std, pct_change；数值参数 1, 20, 0.0；参数化版本 5。）","where(logical_xor(logical_xor(le(ts_std(pct_change(close, 1), 20), xs_mean(ts_std(pct_change(close, 1), 20))), gt(div(volume, market_cap), xs_mean(div(volume, market_cap)))), gt(recip(pb), xs_mean(recip(pb)))), div(volume, market_cap), 0.0)",conditional_v21,"where,logical_xor,div,logical_xor,gt,le,gt,recip,xs_mean,ts_std,xs_mean,div,xs_mean,recip,pct_change,ts_std,div,pct_change"
op_case_1382,v21_stable_xor_industry_value_vwap_strength,当行业内估值强和VWAP 强势只有一个成立时保留稳健风格信号。,"where(logical_xor(gt(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), 0.0), gt(div(sub(close, vwap), vwap), xs_mean(div(sub(close, vwap), vwap)))), recip(pb), 0.0)",conditional_v21,"where,logical_xor,recip,gt,gt,div,div,xs_mean,sub,group_std,sub,div,recip,group_mean,recip,sub,recip"
op_case_1383,v21_stable_xor_chain_industry_value_vwap_strength_small,"三个风格条件中奇数个成立时保留稳健风格信号。（字段 close, industry, market_cap, pb, vwap；核心算子 where, logical_xor, recip, gt, neg, xs_mean, div, log, sub, group_std, group_mean；数值参数 0.0；参数化版本 6。）","where(logical_xor(logical_xor(gt(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), 0.0), gt(div(sub(close, vwap), vwap), xs_mean(div(sub(close, vwap), vwap)))), gt(neg(log(market_cap)), xs_mean(neg(log(market_cap))))), recip(pb), 0.0)",conditional_v21,"where,logical_xor,recip,logical_xor,gt,gt,gt,neg,xs_mean,div,div,xs_mean,log,neg,sub,group_std,sub,div,log,recip,group_mean,recip,sub,recip"
op_case_1384,v21_stable_xor_turnover_cheap,当换手代理高和估值便宜只有一个成立时保留稳健风格信号。,"where(logical_xor(gt(div(volume, market_cap), xs_mean(div(volume, market_cap))), gt(recip(pb), xs_mean(recip(pb)))), neg(log(market_cap)), 0.0)",conditional_v21,"where,logical_xor,neg,gt,gt,log,div,xs_mean,recip,xs_mean,div,recip"
op_case_1385,v21_stable_xor_chain_turnover_cheap_liquid,"三个风格条件中奇数个成立时保留稳健风格信号。（字段 market_cap, pb, volume；核心算子 where, logical_xor, neg, gt, log, log1p, xs_mean, div, recip, ts_mean；数值参数 20, 0.0；参数化版本 7。）","where(logical_xor(logical_xor(gt(div(volume, market_cap), xs_mean(div(volume, market_cap))), gt(recip(pb), xs_mean(recip(pb)))), gt(log1p(ts_mean(volume, 20)), xs_mean(log1p(ts_mean(volume, 20))))), neg(log(market_cap)), 0.0)",conditional_v21,"where,logical_xor,neg,logical_xor,gt,log,gt,gt,log1p,xs_mean,div,xs_mean,recip,xs_mean,ts_mean,log1p,div,recip,ts_mean"
op_case_1386,v21_stable_not_and_turnover_cheap,当换手代理高和估值便宜不同时成立时使用反向稳健风格信号。,"where(logical_not(logical_and(gt(div(volume, market_cap), xs_mean(div(volume, market_cap))), gt(recip(pb), xs_mean(recip(pb))))), neg(neg(log(market_cap))), 0.0)",conditional_v21,"where,logical_not,neg,logical_and,neg,gt,gt,log,div,xs_mean,recip,xs_mean,div,recip"
op_case_1387,v21_stable_xor_vwap_strength_small,当VWAP 强势和小市值只有一个成立时保留稳健风格信号。,"where(logical_xor(gt(div(sub(close, vwap), vwap), xs_mean(div(sub(close, vwap), vwap))), gt(neg(log(market_cap)), xs_mean(neg(log(market_cap))))), pct_change(close, 20), 0.0)",conditional_v21,"where,logical_xor,pct_change,gt,gt,div,xs_mean,neg,xs_mean,sub,div,log,neg,sub,log"
op_case_1388,v21_stable_xor_chain_vwap_strength_small_momentum,"三个风格条件中奇数个成立时保留稳健风格信号。（字段 close, market_cap, vwap；核心算子 where, logical_xor, pct_change, gt, xs_mean, div, neg, sub, log；数值参数 20, 0.0；参数化版本 8。）","where(logical_xor(logical_xor(gt(div(sub(close, vwap), vwap), xs_mean(div(sub(close, vwap), vwap))), gt(neg(log(market_cap)), xs_mean(neg(log(market_cap))))), gt(pct_change(close, 20), xs_mean(pct_change(close, 20)))), pct_change(close, 20), 0.0)",conditional_v21,"where,logical_xor,pct_change,logical_xor,gt,gt,gt,pct_change,xs_mean,div,xs_mean,neg,xs_mean,pct_change,sub,div,log,neg,sub,log"
op_case_1389,v21_stable_not_vwap_strength,当不是VWAP 强势时使用反向稳健风格信号。,"where(logical_not(gt(div(sub(close, vwap), vwap), xs_mean(div(sub(close, vwap), vwap)))), neg(pct_change(close, 20)), 0.0)",conditional_v21,"where,logical_not,neg,gt,pct_change,div,xs_mean,sub,div,sub"
op_case_1390,v21_stable_not_and_vwap_strength_small,当VWAP 强势和小市值不同时成立时使用反向稳健风格信号。,"where(logical_not(logical_and(gt(div(sub(close, vwap), vwap), xs_mean(div(sub(close, vwap), vwap))), gt(neg(log(market_cap)), xs_mean(neg(log(market_cap)))))), neg(pct_change(close, 20)), 0.0)",conditional_v21,"where,logical_not,neg,logical_and,pct_change,gt,gt,div,xs_mean,neg,xs_mean,sub,div,log,neg,sub,log"
op_case_1391,v21_ts_quantile_volume_60,成交量高于自身 60 日 70% 分位数越多，历史位置越高。,"sub(volume, ts_quantile(volume, 60, 0.7))",rare_operator_v21,"sub,ts_quantile"
op_case_1392,v21_ts_quantile_volume_90,成交量高于自身 90 日 70% 分位数越多，历史位置越高。,"sub(volume, ts_quantile(volume, 90, 0.7))",rare_operator_v21,"sub,ts_quantile"
op_case_1393,v21_ts_quantile_vwap_5,成交量加权平均价高于自身 5 日 70% 分位数越多，历史位置越高。,"sub(vwap, ts_quantile(vwap, 5, 0.7))",rare_operator_v21,"sub,ts_quantile"
op_case_1394,v21_ts_quantile_vwap_10,成交量加权平均价高于自身 10 日 70% 分位数越多，历史位置越高。,"sub(vwap, ts_quantile(vwap, 10, 0.7))",rare_operator_v21,"sub,ts_quantile"
op_case_1395,v21_ts_quantile_vwap_15,成交量加权平均价高于自身 15 日 70% 分位数越多，历史位置越高。,"sub(vwap, ts_quantile(vwap, 15, 0.7))",rare_operator_v21,"sub,ts_quantile"
op_case_1396,v21_ts_prod_vwap_15,对 15 日成交量加权平均价日变化加一后连乘。,"ts_prod(add(1.0, pct_change(vwap, 1)), 15)",rare_operator_v21,"ts_prod,add,pct_change"
op_case_1397,v21_ts_quantile_vwap_20,成交量加权平均价高于自身 20 日 70% 分位数越多，历史位置越高。,"sub(vwap, ts_quantile(vwap, 20, 0.7))",rare_operator_v21,"sub,ts_quantile"
op_case_1398,v21_ts_prod_vwap_20,对 20 日成交量加权平均价日变化加一后连乘。,"ts_prod(add(1.0, pct_change(vwap, 1)), 20)",rare_operator_v21,"ts_prod,add,pct_change"
op_case_1399,v21_ts_quantile_vwap_30,成交量加权平均价高于自身 30 日 70% 分位数越多，历史位置越高。,"sub(vwap, ts_quantile(vwap, 30, 0.7))",rare_operator_v21,"sub,ts_quantile"
op_case_1400,v21_ts_prod_vwap_30,对 30 日成交量加权平均价日变化加一后连乘。,"ts_prod(add(1.0, pct_change(vwap, 1)), 30)",rare_operator_v21,"ts_prod,add,pct_change"
op_case_1401,v21_ts_quantile_vwap_45,成交量加权平均价高于自身 45 日 70% 分位数越多，历史位置越高。,"sub(vwap, ts_quantile(vwap, 45, 0.7))",rare_operator_v21,"sub,ts_quantile"
op_case_1402,v21_ts_prod_vwap_45,对 45 日成交量加权平均价日变化加一后连乘。,"ts_prod(add(1.0, pct_change(vwap, 1)), 45)",rare_operator_v21,"ts_prod,add,pct_change"
op_case_1403,v21_ts_quantile_vwap_60,成交量加权平均价高于自身 60 日 70% 分位数越多，历史位置越高。,"sub(vwap, ts_quantile(vwap, 60, 0.7))",rare_operator_v21,"sub,ts_quantile"
op_case_1404,v21_ts_prod_vwap_60,对 60 日成交量加权平均价日变化加一后连乘。,"ts_prod(add(1.0, pct_change(vwap, 1)), 60)",rare_operator_v21,"ts_prod,add,pct_change"
op_case_1405,v21_ts_quantile_vwap_90,成交量加权平均价高于自身 90 日 70% 分位数越多，历史位置越高。,"sub(vwap, ts_quantile(vwap, 90, 0.7))",rare_operator_v21,"sub,ts_quantile"
op_case_1406,v21_ts_prod_vwap_90,对 90 日成交量加权平均价日变化加一后连乘。,"ts_prod(add(1.0, pct_change(vwap, 1)), 90)",rare_operator_v21,"ts_prod,add,pct_change"
op_case_1407,v21_ts_prod_pb_10,对 10 日市净率 PB日变化加一后连乘。,"ts_prod(add(1.0, pct_change(pb, 1)), 10)",rare_operator_v21,"ts_prod,add,pct_change"
op_case_1408,v21_ts_quantile_pb_15,市净率 PB高于自身 15 日 70% 分位数越多，历史位置越高。,"sub(pb, ts_quantile(pb, 15, 0.7))",rare_operator_v21,"sub,ts_quantile"
op_case_1409,v21_ts_prod_pb_15,对 15 日市净率 PB日变化加一后连乘。,"ts_prod(add(1.0, pct_change(pb, 1)), 15)",rare_operator_v21,"ts_prod,add,pct_change"
op_case_1410,v21_ts_quantile_pb_20,市净率 PB高于自身 20 日 70% 分位数越多，历史位置越高。,"sub(pb, ts_quantile(pb, 20, 0.7))",rare_operator_v21,"sub,ts_quantile"
op_case_1411,v21_ts_sum_pb_20,用 20 日市净率 PB日变化求和近似累计变化。,"ts_sum(pct_change(pb, 1), 20)",rare_operator_v21,"ts_sum,pct_change"
op_case_1412,v21_ts_win_cumsum_pb_20,在 20 日窗口内累计市净率 PB日变化。,"ts_win_cumsum(pct_change(pb, 1), 20)",rare_operator_v21,"ts_win_cumsum,pct_change"
op_case_1413,v21_ts_prod_pb_20,对 20 日市净率 PB日变化加一后连乘。,"ts_prod(add(1.0, pct_change(pb, 1)), 20)",rare_operator_v21,"ts_prod,add,pct_change"
op_case_1414,v21_ts_argmax_pb_30,30 日窗口内市净率 PB最高值出现越靠近当前，信号越新。,"neg(ts_argmax(pb, 30))",rare_operator_v21,"neg,ts_argmax"
op_case_1415,v21_ts_argmin_pb_30,30 日窗口内市净率 PB最低值位置刻画低点远近。,"ts_argmin(pb, 30)",rare_operator_v21,ts_argmin
op_case_1416,v21_ts_argmaxmin_pb_30,比较 30 日窗口内市净率 PB高点和低点的位置差。,"ts_argmaxmin(pb, 30)",rare_operator_v21,ts_argmaxmin
op_case_1417,v21_ts_quantile_pb_30,市净率 PB高于自身 30 日 70% 分位数越多，历史位置越高。,"sub(pb, ts_quantile(pb, 30, 0.7))",rare_operator_v21,"sub,ts_quantile"
op_case_1418,v21_ts_sum_pb_30,用 30 日市净率 PB日变化求和近似累计变化。,"ts_sum(pct_change(pb, 1), 30)",rare_operator_v21,"ts_sum,pct_change"
op_case_1419,v21_ts_win_cumsum_pb_30,在 30 日窗口内累计市净率 PB日变化。,"ts_win_cumsum(pct_change(pb, 1), 30)",rare_operator_v21,"ts_win_cumsum,pct_change"
op_case_1420,v21_ts_prod_pb_30,对 30 日市净率 PB日变化加一后连乘。,"ts_prod(add(1.0, pct_change(pb, 1)), 30)",rare_operator_v21,"ts_prod,add,pct_change"
op_case_1421,v21_ts_argmax_pb_45,45 日窗口内市净率 PB最高值出现越靠近当前，信号越新。,"neg(ts_argmax(pb, 45))",rare_operator_v21,"neg,ts_argmax"
op_case_1422,v21_ts_argmin_pb_45,45 日窗口内市净率 PB最低值位置刻画低点远近。,"ts_argmin(pb, 45)",rare_operator_v21,ts_argmin
op_case_1423,v21_ts_argmaxmin_pb_45,比较 45 日窗口内市净率 PB高点和低点的位置差。,"ts_argmaxmin(pb, 45)",rare_operator_v21,ts_argmaxmin
op_case_1424,v21_ts_quantile_pb_45,市净率 PB高于自身 45 日 70% 分位数越多，历史位置越高。,"sub(pb, ts_quantile(pb, 45, 0.7))",rare_operator_v21,"sub,ts_quantile"
op_case_1425,v21_ts_sum_pb_45,用 45 日市净率 PB日变化求和近似累计变化。,"ts_sum(pct_change(pb, 1), 45)",rare_operator_v21,"ts_sum,pct_change"
op_case_1426,v21_ts_win_cumsum_pb_45,在 45 日窗口内累计市净率 PB日变化。,"ts_win_cumsum(pct_change(pb, 1), 45)",rare_operator_v21,"ts_win_cumsum,pct_change"
op_case_1427,v21_ts_prod_pb_45,对 45 日市净率 PB日变化加一后连乘。,"ts_prod(add(1.0, pct_change(pb, 1)), 45)",rare_operator_v21,"ts_prod,add,pct_change"
op_case_1428,v21_ts_argmax_pb_60,60 日窗口内市净率 PB最高值出现越靠近当前，信号越新。,"neg(ts_argmax(pb, 60))",rare_operator_v21,"neg,ts_argmax"
op_case_1429,v21_ts_argmin_pb_60,60 日窗口内市净率 PB最低值位置刻画低点远近。,"ts_argmin(pb, 60)",rare_operator_v21,ts_argmin
op_case_1430,v21_ts_argmaxmin_pb_60,比较 60 日窗口内市净率 PB高点和低点的位置差。,"ts_argmaxmin(pb, 60)",rare_operator_v21,ts_argmaxmin
op_case_1431,v21_ts_quantile_pb_60,市净率 PB高于自身 60 日 70% 分位数越多，历史位置越高。,"sub(pb, ts_quantile(pb, 60, 0.7))",rare_operator_v21,"sub,ts_quantile"
op_case_1432,v21_ts_sum_pb_60,用 60 日市净率 PB日变化求和近似累计变化。,"ts_sum(pct_change(pb, 1), 60)",rare_operator_v21,"ts_sum,pct_change"
op_case_1433,v21_ts_win_cumsum_pb_60,在 60 日窗口内累计市净率 PB日变化。,"ts_win_cumsum(pct_change(pb, 1), 60)",rare_operator_v21,"ts_win_cumsum,pct_change"
op_case_1434,v21_ts_prod_pb_60,对 60 日市净率 PB日变化加一后连乘。,"ts_prod(add(1.0, pct_change(pb, 1)), 60)",rare_operator_v21,"ts_prod,add,pct_change"
op_case_1435,v21_ts_argmax_pb_90,90 日窗口内市净率 PB最高值出现越靠近当前，信号越新。,"neg(ts_argmax(pb, 90))",rare_operator_v21,"neg,ts_argmax"
op_case_1436,v21_ts_argmin_pb_90,90 日窗口内市净率 PB最低值位置刻画低点远近。,"ts_argmin(pb, 90)",rare_operator_v21,ts_argmin
op_case_1437,v21_ts_argmaxmin_pb_90,比较 90 日窗口内市净率 PB高点和低点的位置差。,"ts_argmaxmin(pb, 90)",rare_operator_v21,ts_argmaxmin
op_case_1438,v21_ts_quantile_pb_90,市净率 PB高于自身 90 日 70% 分位数越多，历史位置越高。,"sub(pb, ts_quantile(pb, 90, 0.7))",rare_operator_v21,"sub,ts_quantile"
op_case_1439,v21_ts_sum_pb_90,用 90 日市净率 PB日变化求和近似累计变化。,"ts_sum(pct_change(pb, 1), 90)",rare_operator_v21,"ts_sum,pct_change"
op_case_1440,v21_ts_win_cumsum_pb_90,在 90 日窗口内累计市净率 PB日变化。,"ts_win_cumsum(pct_change(pb, 1), 90)",rare_operator_v21,"ts_win_cumsum,pct_change"
op_case_1441,v21_ts_prod_pb_90,对 90 日市净率 PB日变化加一后连乘。,"ts_prod(add(1.0, pct_change(pb, 1)), 90)",rare_operator_v21,"ts_prod,add,pct_change"
op_case_1442,v21_ts_argmax_market_cap_5,5 日窗口内总市值最高值出现越靠近当前，信号越新。,"neg(ts_argmax(market_cap, 5))",rare_operator_v21,"neg,ts_argmax"
op_case_1443,v21_ts_argmin_market_cap_5,5 日窗口内总市值最低值位置刻画低点远近。,"ts_argmin(market_cap, 5)",rare_operator_v21,ts_argmin
op_case_1444,v21_ts_argmaxmin_market_cap_5,比较 5 日窗口内总市值高点和低点的位置差。,"ts_argmaxmin(market_cap, 5)",rare_operator_v21,ts_argmaxmin
op_case_1445,v21_ts_quantile_market_cap_5,总市值高于自身 5 日 70% 分位数越多，历史位置越高。,"sub(market_cap, ts_quantile(market_cap, 5, 0.7))",rare_operator_v21,"sub,ts_quantile"
op_case_1446,v21_ts_sum_market_cap_5,用 5 日总市值日变化求和近似累计变化。,"ts_sum(pct_change(market_cap, 1), 5)",rare_operator_v21,"ts_sum,pct_change"
op_case_1447,v21_ts_win_cumsum_market_cap_5,在 5 日窗口内累计总市值日变化。,"ts_win_cumsum(pct_change(market_cap, 1), 5)",rare_operator_v21,"ts_win_cumsum,pct_change"
op_case_1448,v21_ts_prod_market_cap_5,对 5 日总市值日变化加一后连乘。,"ts_prod(add(1.0, pct_change(market_cap, 1)), 5)",rare_operator_v21,"ts_prod,add,pct_change"
op_case_1449,v21_ts_argmax_market_cap_10,10 日窗口内总市值最高值出现越靠近当前，信号越新。,"neg(ts_argmax(market_cap, 10))",rare_operator_v21,"neg,ts_argmax"
op_case_1450,v21_ts_argmin_market_cap_10,10 日窗口内总市值最低值位置刻画低点远近。,"ts_argmin(market_cap, 10)",rare_operator_v21,ts_argmin
op_case_1451,v21_ts_argmaxmin_market_cap_10,比较 10 日窗口内总市值高点和低点的位置差。,"ts_argmaxmin(market_cap, 10)",rare_operator_v21,ts_argmaxmin
op_case_1452,v21_ts_quantile_market_cap_10,总市值高于自身 10 日 70% 分位数越多，历史位置越高。,"sub(market_cap, ts_quantile(market_cap, 10, 0.7))",rare_operator_v21,"sub,ts_quantile"
op_case_1453,v21_ts_sum_market_cap_10,用 10 日总市值日变化求和近似累计变化。,"ts_sum(pct_change(market_cap, 1), 10)",rare_operator_v21,"ts_sum,pct_change"
op_case_1454,v21_ts_win_cumsum_market_cap_10,在 10 日窗口内累计总市值日变化。,"ts_win_cumsum(pct_change(market_cap, 1), 10)",rare_operator_v21,"ts_win_cumsum,pct_change"
op_case_1455,v21_ts_prod_market_cap_10,对 10 日总市值日变化加一后连乘。,"ts_prod(add(1.0, pct_change(market_cap, 1)), 10)",rare_operator_v21,"ts_prod,add,pct_change"
op_case_1456,v21_ts_argmax_market_cap_15,15 日窗口内总市值最高值出现越靠近当前，信号越新。,"neg(ts_argmax(market_cap, 15))",rare_operator_v21,"neg,ts_argmax"
op_case_1457,v21_ts_argmin_market_cap_15,15 日窗口内总市值最低值位置刻画低点远近。,"ts_argmin(market_cap, 15)",rare_operator_v21,ts_argmin
op_case_1458,v21_ts_argmaxmin_market_cap_15,比较 15 日窗口内总市值高点和低点的位置差。,"ts_argmaxmin(market_cap, 15)",rare_operator_v21,ts_argmaxmin
op_case_1459,v21_ts_quantile_market_cap_15,总市值高于自身 15 日 70% 分位数越多，历史位置越高。,"sub(market_cap, ts_quantile(market_cap, 15, 0.7))",rare_operator_v21,"sub,ts_quantile"
op_case_1460,v21_ts_sum_market_cap_15,用 15 日总市值日变化求和近似累计变化。,"ts_sum(pct_change(market_cap, 1), 15)",rare_operator_v21,"ts_sum,pct_change"
op_case_1461,v21_ts_win_cumsum_market_cap_15,在 15 日窗口内累计总市值日变化。,"ts_win_cumsum(pct_change(market_cap, 1), 15)",rare_operator_v21,"ts_win_cumsum,pct_change"
op_case_1462,v21_ts_prod_market_cap_15,对 15 日总市值日变化加一后连乘。,"ts_prod(add(1.0, pct_change(market_cap, 1)), 15)",rare_operator_v21,"ts_prod,add,pct_change"
op_case_1463,v21_ts_argmax_market_cap_20,20 日窗口内总市值最高值出现越靠近当前，信号越新。,"neg(ts_argmax(market_cap, 20))",rare_operator_v21,"neg,ts_argmax"
op_case_1464,v21_ts_argmin_market_cap_20,20 日窗口内总市值最低值位置刻画低点远近。,"ts_argmin(market_cap, 20)",rare_operator_v21,ts_argmin
op_case_1465,v21_ts_argmaxmin_market_cap_20,比较 20 日窗口内总市值高点和低点的位置差。,"ts_argmaxmin(market_cap, 20)",rare_operator_v21,ts_argmaxmin
op_case_1466,v21_ts_quantile_market_cap_20,总市值高于自身 20 日 70% 分位数越多，历史位置越高。,"sub(market_cap, ts_quantile(market_cap, 20, 0.7))",rare_operator_v21,"sub,ts_quantile"
op_case_1467,v21_ts_sum_market_cap_20,用 20 日总市值日变化求和近似累计变化。,"ts_sum(pct_change(market_cap, 1), 20)",rare_operator_v21,"ts_sum,pct_change"
op_case_1468,v21_ts_win_cumsum_market_cap_20,在 20 日窗口内累计总市值日变化。,"ts_win_cumsum(pct_change(market_cap, 1), 20)",rare_operator_v21,"ts_win_cumsum,pct_change"
op_case_1469,v21_ts_prod_market_cap_20,对 20 日总市值日变化加一后连乘。,"ts_prod(add(1.0, pct_change(market_cap, 1)), 20)",rare_operator_v21,"ts_prod,add,pct_change"
op_case_1470,v21_ts_argmax_market_cap_30,30 日窗口内总市值最高值出现越靠近当前，信号越新。,"neg(ts_argmax(market_cap, 30))",rare_operator_v21,"neg,ts_argmax"
op_case_1471,v21_ts_argmin_market_cap_30,30 日窗口内总市值最低值位置刻画低点远近。,"ts_argmin(market_cap, 30)",rare_operator_v21,ts_argmin
op_case_1472,v21_ts_argmaxmin_market_cap_30,比较 30 日窗口内总市值高点和低点的位置差。,"ts_argmaxmin(market_cap, 30)",rare_operator_v21,ts_argmaxmin
op_case_1473,v21_ts_quantile_market_cap_30,总市值高于自身 30 日 70% 分位数越多，历史位置越高。,"sub(market_cap, ts_quantile(market_cap, 30, 0.7))",rare_operator_v21,"sub,ts_quantile"
op_case_1474,v21_ts_sum_market_cap_30,用 30 日总市值日变化求和近似累计变化。,"ts_sum(pct_change(market_cap, 1), 30)",rare_operator_v21,"ts_sum,pct_change"
op_case_1475,v21_ts_win_cumsum_market_cap_30,在 30 日窗口内累计总市值日变化。,"ts_win_cumsum(pct_change(market_cap, 1), 30)",rare_operator_v21,"ts_win_cumsum,pct_change"
op_case_1476,v21_ts_prod_market_cap_30,对 30 日总市值日变化加一后连乘。,"ts_prod(add(1.0, pct_change(market_cap, 1)), 30)",rare_operator_v21,"ts_prod,add,pct_change"
op_case_1477,v21_ts_argmax_market_cap_45,45 日窗口内总市值最高值出现越靠近当前，信号越新。,"neg(ts_argmax(market_cap, 45))",rare_operator_v21,"neg,ts_argmax"
op_case_1478,v21_ts_argmin_market_cap_45,45 日窗口内总市值最低值位置刻画低点远近。,"ts_argmin(market_cap, 45)",rare_operator_v21,ts_argmin
op_case_1479,v21_ts_argmaxmin_market_cap_45,比较 45 日窗口内总市值高点和低点的位置差。,"ts_argmaxmin(market_cap, 45)",rare_operator_v21,ts_argmaxmin
op_case_1480,v21_ts_quantile_market_cap_45,总市值高于自身 45 日 70% 分位数越多，历史位置越高。,"sub(market_cap, ts_quantile(market_cap, 45, 0.7))",rare_operator_v21,"sub,ts_quantile"
op_case_1481,v21_ts_sum_market_cap_45,用 45 日总市值日变化求和近似累计变化。,"ts_sum(pct_change(market_cap, 1), 45)",rare_operator_v21,"ts_sum,pct_change"
op_case_1482,v21_ts_win_cumsum_market_cap_45,在 45 日窗口内累计总市值日变化。,"ts_win_cumsum(pct_change(market_cap, 1), 45)",rare_operator_v21,"ts_win_cumsum,pct_change"
op_case_1483,v21_ts_prod_market_cap_45,对 45 日总市值日变化加一后连乘。,"ts_prod(add(1.0, pct_change(market_cap, 1)), 45)",rare_operator_v21,"ts_prod,add,pct_change"
op_case_1484,v21_ts_argmax_market_cap_60,60 日窗口内总市值最高值出现越靠近当前，信号越新。,"neg(ts_argmax(market_cap, 60))",rare_operator_v21,"neg,ts_argmax"
op_case_1485,v21_ts_argmin_market_cap_60,60 日窗口内总市值最低值位置刻画低点远近。,"ts_argmin(market_cap, 60)",rare_operator_v21,ts_argmin
op_case_1486,v21_ts_argmaxmin_market_cap_60,比较 60 日窗口内总市值高点和低点的位置差。,"ts_argmaxmin(market_cap, 60)",rare_operator_v21,ts_argmaxmin
op_case_1487,v21_ts_quantile_market_cap_60,总市值高于自身 60 日 70% 分位数越多，历史位置越高。,"sub(market_cap, ts_quantile(market_cap, 60, 0.7))",rare_operator_v21,"sub,ts_quantile"
op_case_1488,v21_ts_sum_market_cap_60,用 60 日总市值日变化求和近似累计变化。,"ts_sum(pct_change(market_cap, 1), 60)",rare_operator_v21,"ts_sum,pct_change"
op_case_1489,v21_ts_win_cumsum_market_cap_60,在 60 日窗口内累计总市值日变化。,"ts_win_cumsum(pct_change(market_cap, 1), 60)",rare_operator_v21,"ts_win_cumsum,pct_change"
op_case_1490,v21_ts_prod_market_cap_60,对 60 日总市值日变化加一后连乘。,"ts_prod(add(1.0, pct_change(market_cap, 1)), 60)",rare_operator_v21,"ts_prod,add,pct_change"
op_case_1491,v21_ts_argmax_market_cap_90,90 日窗口内总市值最高值出现越靠近当前，信号越新。,"neg(ts_argmax(market_cap, 90))",rare_operator_v21,"neg,ts_argmax"
op_case_1492,v21_ts_argmin_market_cap_90,90 日窗口内总市值最低值位置刻画低点远近。,"ts_argmin(market_cap, 90)",rare_operator_v21,ts_argmin
op_case_1493,v21_ts_argmaxmin_market_cap_90,比较 90 日窗口内总市值高点和低点的位置差。,"ts_argmaxmin(market_cap, 90)",rare_operator_v21,ts_argmaxmin
op_case_1494,v21_ts_quantile_market_cap_90,总市值高于自身 90 日 70% 分位数越多，历史位置越高。,"sub(market_cap, ts_quantile(market_cap, 90, 0.7))",rare_operator_v21,"sub,ts_quantile"
